Pair,Stock1,Stock2,Price_Corr,Coint_pvalue,Coint_score
00679B.TWO-6547.TWO,00679B.TWO,6547.TWO,0.862715673664856,0.021889816218919004,-3.6392634563322104
1904.TW-1905.TW,1904.TW,1905.TW,0.891744896939712,0.021982243175144578,-3.637806427435204
00687B.TWO-1909.TW,00687B.TWO,1909.TW,0.8575775202773409,0.022130146589751425,-3.6354858738534843
6182.TWO-1312.TW,6182.TWO,1312.TW,0.889068606971017,0.02217519767792603,-3.6347817087642076
3293.TWO-2312.TW,3293.TWO,2312.TW,0.8965344837610703,0.022271150674557535,-3.6332860507677345
6257.TW-2345.TW,6257.TW,2345.TW,0.9517594673499542,0.02228379472351869,-3.6330893794410546
3231.TW-3661.TW,3231.TW,3661.TW,0.9167153840279223,0.022333357876846982,-3.6323193825671902
2884.TW-2404.TW,2884.TW,2404.TW,0.9157801368850571,0.022475274243812602,-3.630122775247771
3152.TWO-1314.TW,3152.TWO,1314.TW,0.8598437508717245,0.022569352408790894,-3.628673228262436
2515.TW-0056.TW,2515.TW,0056.TW,0.875287172528181,0.02269556946396105,-3.6267366844757767
5534.TW-2542.TW,5534.TW,2542.TW,0.8744623395196803,0.02283657301740515,-3.6245842660414875
1216.TW-6188.TWO,1216.TW,6188.TWO,0.8989668186029551,0.023064382773591355,-3.621130929478555
4958.TW-3653.TW,4958.TW,3653.TW,0.9067099102566373,0.023090464237892662,-3.620737448876277
2886.TW-2382.TW,2886.TW,2382.TW,0.9205888847020172,0.02336481431458347,-3.6166215585385477
2327.TW-6290.TWO,2327.TW,6290.TWO,0.9314706642897858,0.023611329666734293,-3.6129587347622474
2368.TW-4958.TW,2368.TW,4958.TW,0.9014690057195246,0.023671412343168496,-3.61207101259723
8039.TW-6257.TW,8039.TW,6257.TW,0.9224832175020067,0.023674015791279902,-3.6120325906419555
1477.TW-2324.TW,1477.TW,2324.TW,0.8935602657206325,0.023715584049450608,-3.6114196158522978
6669.TW-3324.TWO,6669.TW,3324.TWO,0.9437485262721121,0.02408519471529866,-3.6060096797656933
1718.TW-1312.TW,1718.TW,1312.TW,0.9121565338260356,0.024206641810207596,-3.6042477164955167
8299.TWO-6223.TWO,8299.TWO,6223.TWO,0.8974319798032909,0.024262807752094624,-3.603435435294768
2603.TW-3045.TW,2603.TW,3045.TW,0.8553412881415906,0.024274981265841662,-3.6032595938613436
2474.TW-1503.TW,2474.TW,1503.TW,0.8809544772138317,0.0243361933108113,-3.6023765621821724
2886.TW-6188.TWO,2886.TW,6188.TWO,0.9013403377166397,0.024385290024394365,-3.601669687244999
2357.TW-00757.TW,2357.TW,00757.TW,0.9601454944571903,0.02498837724072873,-3.5930853187660765
3044.TW-3653.TW,3044.TW,3653.TW,0.9331921995974661,0.02505114593015758,-3.5922021565028563
0050.TW-6139.TW,0050.TW,6139.TW,0.9630587979045767,0.02510827651304799,-3.5913999783773445
3376.TW-2393.TW,3376.TW,2393.TW,0.8945323435297046,0.025332685934935033,-3.5882641513210984
1503.TW-4938.TW,1503.TW,4938.TW,0.8988863771957533,0.025535763684740833,-3.5854469507135884
2881.TW-3019.TW,2881.TW,3019.TW,0.89462268824647,0.025570935450424246,-3.584960989714786
6290.TWO-8358.TWO,6290.TWO,8358.TWO,0.903668922076722,0.025812171822654034,-3.5816432885200267
3376.TW-2439.TW,3376.TW,2439.TW,0.8578312627941059,0.02596742790143784,-3.579522142846531
2515.TW-1608.TW,2515.TW,1608.TW,0.8625477760996431,0.026098793477736203,-3.577735893557566
6547.TWO-3714.TW,6547.TWO,3714.TW,0.8752525551729382,0.02610146032344777,-3.5776997111129045
5274.TWO-6223.TWO,5274.TWO,6223.TWO,0.962167920999092,0.026324345454435686,-3.5746868849422535
2002.TW-1301.TW,2002.TW,1301.TW,0.909091577782487,0.026569047103198764,-3.571404289157135
1504.TW-00757.TW,1504.TW,00757.TW,0.8601788087755319,0.026646825329806095,-3.5703663559301995
6188.TWO-1503.TW,6188.TWO,1503.TW,0.8903116783583287,0.026728126807678627,-3.5692841823386963
1101.TW-9914.TW,1101.TW,9914.TW,0.8679738941466623,0.026851752144643738,-3.567644054018151
6505.TW-2002.TW,6505.TW,2002.TW,0.8865777905510279,0.026872540540562994,-3.567368892639263
3376.TW-2357.TW,3376.TW,2357.TW,0.9266447662738968,0.027057862098876215,-3.5649239598996374
9939.TW-2542.TW,9939.TW,2542.TW,0.8977609432329463,0.02708185528907989,-3.564608470793562
6414.TW-2324.TW,6414.TW,2324.TW,0.9005402480979714,0.027093796137959293,-3.5644515485956774
3376.TW-2474.TW,3376.TW,2474.TW,0.8777884189934676,0.027286146103630393,-3.561931895025302
6188.TWO-2542.TW,6188.TWO,2542.TW,0.8602450616783645,0.02740268686334893,-3.5604126900231408
1440.TW-3714.TW,1440.TW,3714.TW,0.8897214437111001,0.02780100786784079,-3.5552617147012033
1909.TW-6116.TW,1909.TW,6116.TW,0.9136422800435552,0.027943020729858065,-3.553440526644379
1609.TW-2324.TW,1609.TW,2324.TW,0.8873542084184648,0.028124383721845874,-3.5511261969145105
6116.TW-1312.TW,6116.TW,1312.TW,0.9061211033301282,0.028133555054592627,-3.551009503456277
6290.TWO-2449.TW,6290.TWO,2449.TW,0.9552216785843212,0.028178699780591714,-3.550435568827971
2881.TW-3376.TW,2881.TW,3376.TW,0.9004984779073929,0.028222859857978407,-3.549874913159889
6669.TW-3706.TW,6669.TW,3706.TW,0.9378658919289097,0.028268681157026996,-3.5492939597371316
8039.TW-6223.TWO,8039.TW,6223.TWO,0.9514824860047554,0.028374256742627505,-3.5479584620872253
2801.TW-6669.TW,2801.TW,6669.TW,0.9399688733215861,0.02839194664134295,-3.547735106490866
2385.TW-2324.TW,2385.TW,2324.TW,0.9132540663766263,0.028533014955500164,-3.5459582019584497
2409.TW-6116.TW,2409.TW,6116.TW,0.8762707942945414,0.02874937045608925,-3.543247519349843
6290.TWO-8299.TWO,6290.TWO,8299.TWO,0.9056863773135939,0.028836183134203604,-3.542164758611831
2834.TW-2474.TW,2834.TW,2474.TW,0.9096611103345899,0.02894258572343555,-3.5408414588609833
2886.TW-6414.TW,2886.TW,6414.TW,0.8915985371040173,0.029222299519613346,-3.5373824593086263
6188.TWO-2376.TW,6188.TWO,2376.TW,0.9273914237506339,0.029335538638763235,-3.5359901586002325
1513.TW-2542.TW,1513.TW,2542.TW,0.8898591983288453,0.029716734465055173,-3.5313367475223822
2439.TW-2385.TW,2439.TW,2385.TW,0.860963695773683,0.02995249386636023,-3.5284841704126997
8299.TWO-3653.TW,8299.TWO,3653.TW,0.8512763888320339,0.029967182903319192,-3.528307074617278
3552.TWO-1904.TW,3552.TWO,1904.TW,0.8629654249995222,0.03031420318195199,-3.5241446646938686
2308.TW-4958.TW,2308.TW,4958.TW,0.9179049186148075,0.030565153647363185,-3.5211598161427737
2618.TW-3045.TW,2618.TW,3045.TW,0.8708100664094605,0.030903866560327106,-3.5171640356620575
00687B.TWO-1440.TW,00687B.TWO,1440.TW,0.8653330567526014,0.030966078118948574,-3.516434185803072
2474.TW-1609.TW,2474.TW,1609.TW,0.8772106371561841,0.03098586102993762,-3.516202359384105
6547.TWO-1440.TW,6547.TWO,1440.TW,0.8814926782595482,0.031159051139127134,-3.5141781886914614
6443.TW-1303.TW,6443.TW,1303.TW,0.8596561586899424,0.031197907726584956,-3.5137253651703335
2312.TW-2486.TW,2312.TW,2486.TW,0.8536033507865289,0.031427668653253055,-3.5110575617086965
2308.TW-2368.TW,2308.TW,2368.TW,0.9616470502130825,0.03194147046916626,-3.5051511935717374
6472.TW-6414.TW,6472.TW,6414.TW,0.9390971486892501,0.03195245246061818,-3.5050258348985204
2357.TW-3227.TWO,2357.TW,3227.TWO,0.9250976905494483,0.031956331174628025,-3.5049815683936925
3711.TW-4958.TW,3711.TW,4958.TW,0.8730753735735003,0.032043660287825605,-3.5039861158704135
2454.TW-3045.TW,2454.TW,3045.TW,0.8754210179043148,0.03215526373005481,-3.502717312527268
2887.TW-3653.TW,2887.TW,3653.TW,0.8816994615131994,0.03233074110550927,-3.500729878336127
2881.TW-00757.TW,2881.TW,00757.TW,0.9597508783228751,0.03282110320199848,-3.495224244813888
2449.TW-3665.TW,2449.TW,3665.TW,0.917348283763676,0.03334390204647728,-3.489430739269971
6239.TW-3324.TWO,6239.TW,3324.TWO,0.9121831411320379,0.033915990756427594,-3.483178557488502
6153.TW-1909.TW,6153.TW,1909.TW,0.8544511515851121,0.03396109113853724,-3.482689475907851
2385.TW-9958.TW,2385.TW,9958.TW,0.8669536464197286,0.03428024975666572,-3.479244048567976
3264.TWO-6223.TWO,3264.TWO,6223.TWO,0.9087132140890983,0.03475555680706536,-3.474162899256137
2474.TW-6121.TWO,2474.TW,6121.TWO,0.8859007918256587,0.03502886263534706,-3.471267730884553
3376.TW-2454.TW,3376.TW,2454.TW,0.9277447748563671,0.03529639157860898,-3.4684521795602774
3653.TW-2345.TW,3653.TW,2345.TW,0.9686673683292819,0.03541090859776669,-3.4672524740970294
6239.TW-3044.TW,6239.TW,3044.TW,0.8799670948610903,0.03542371867331948,-3.467118476684392
2408.TW-3260.TWO,2408.TW,3260.TWO,0.9107741096145326,0.03575242008975378,-3.463694065495408
2324.TW-1503.TW,2324.TW,1503.TW,0.8728996268071478,0.03575611197796955,-3.463655754519288
6414.TW-2356.TW,6414.TW,2356.TW,0.8914427410780584,0.03583109404790527,-3.462878381619764
2357.TW-3293.TWO,2357.TW,3293.TWO,0.9450210967875418,0.0361047516977946,-3.4600528403271005
2308.TW-6274.TWO,2308.TW,6274.TWO,0.9622041734016693,0.03669647249310586,-3.4540044551450957
00893.TW-6139.TW,00893.TW,6139.TW,0.9544026800090915,0.03685321731814272,-3.4524160286528964
1216.TW-2542.TW,1216.TW,2542.TW,0.890627539918696,0.03697147932505522,-3.451221340986621
6510.TWO-2368.TW,6510.TWO,2368.TW,0.9133191648245814,0.03697935405517274,-3.4511419044212497
3227.TWO-3045.TW,3227.TWO,3045.TW,0.860331253093642,0.03711074456492398,-3.4498185948660662
2548.TW-2515.TW,2548.TW,2515.TW,0.8516339597966754,0.0372660949990232,-3.4482590478588113
2308.TW-6223.TWO,2308.TW,6223.TWO,0.9756357372590574,0.037443732834743663,-3.446482447965538
1101.TW-1909.TW,1101.TW,1909.TW,0.8801734788505581,0.037624526220812145,-3.4446815517467417
3552.TWO-1326.TW,3552.TWO,1326.TW,0.863040956363315,0.03795540018216452,-3.441404446905191
1504.TW-2301.TW,1504.TW,2301.TW,0.9290140280331542,0.038215555091829924,-3.438844585053481
1440.TW-3691.TWO,1440.TW,3691.TWO,0.8681630477496204,0.03841684036687726,-3.4368740092790886
3005.TW-3231.TW,3005.TW,3231.TW,0.9145498890260707,0.03853233239738916,-3.4357472566485816
2485.TW-2337.TW,2485.TW,2337.TW,0.9288592865801226,0.03864732251731138,-3.434628213240814
3376.TW-3324.TWO,3376.TW,3324.TWO,0.8958326933768678,0.038724069399055365,-3.4338828932699514
5388.TW-2353.TW,5388.TW,2353.TW,0.8624476150707001,0.03875466560357796,-3.433586106670236
6290.TWO-5274.TWO,6290.TWO,5274.TWO,0.9262878694053897,0.038925448513392025,-3.4319330948973725
1609.TW-6121.TWO,1609.TW,6121.TWO,0.8511436778153948,0.03907482559498977,-3.4304922501341197
3376.TW-2886.TW,3376.TW,2886.TW,0.8520058358106812,0.03922079539802771,-3.429088725700305
3376.TW-1216.TW,3376.TW,1216.TW,0.8925530247833138,0.0393576210003928,-3.427777094577848
2412.TW-2884.TW,2412.TW,2884.TW,0.9504949064469036,0.039711855860554104,-3.4243990110187874
3376.TW-1319.TW,3376.TW,1319.TW,0.8925612486514942,0.04001383571456118,-3.4215391160679265
3711.TW-6274.TWO,3711.TW,6274.TWO,0.9514020079329941,0.04006121125221438,-3.421092087853902
2385.TW-2353.TW,2385.TW,2353.TW,0.8966852337746065,0.040377278234408384,-3.4181209984953305
2634.TW-6188.TWO,2634.TW,6188.TWO,0.8558121350361639,0.04090868685419968,-3.413169221457732
1609.TW-6414.TW,1609.TW,6414.TW,0.913413216310118,0.04123454576125699,-3.4101593303443836
2002.TW-6116.TW,2002.TW,6116.TW,0.8701758116915762,0.04147796363241034,-3.4079238674986976
2324.TW-2376.TW,2324.TW,2376.TW,0.9272258463083151,0.04170840565374364,-3.4058176404627067
9939.TW-6121.TWO,9939.TW,6121.TWO,0.9109799377081131,0.04175638140953503,-3.405380366777863
6239.TW-6139.TW,6239.TW,6139.TW,0.8937213314267558,0.04188551910978246,-3.4042054243223894
3706.TW-2059.TW,3706.TW,2059.TW,0.9653916845965493,0.042062986354447475,-3.4025956823795984
2330.TW-2345.TW,2330.TW,2345.TW,0.9529844492683623,0.04219090828411325,-3.401438857855682
1216.TW-9939.TW,1216.TW,9939.TW,0.9348092166499316,0.042351112606771775,-3.3999942147064957
3706.TW-2884.TW,3706.TW,2884.TW,0.8947602723803482,0.04235565867674417,-3.399953287021202
2327.TW-6223.TWO,2327.TW,6223.TWO,0.9200265687485688,0.04242467823807314,-3.3993323621315867
6472.TW-1216.TW,6472.TW,1216.TW,0.9026151798310839,0.04284873303281787,-3.3955357803053023
6505.TW-1301.TW,6505.TW,1301.TW,0.976859932669548,0.042866565273267675,-3.3953768144167165
4904.TW-1560.TW,4904.TW,1560.TW,0.9232994769654332,0.04319787092369729,-3.392433352271403
2385.TW-3034.TW,2385.TW,3034.TW,0.9020226150171247,0.04361254454493961,-3.3887755753323203
3036.TW-2885.TW,3036.TW,2885.TW,0.8716574945453973,0.04388922301597371,-3.3863510926963785
6414.TW-1319.TW,6414.TW,1319.TW,0.9080811601275041,0.04389561917831996,-3.386295194765213
1513.TW-9939.TW,1513.TW,9939.TW,0.9496632261268934,0.04407179765768005,-3.384758174881909
3711.TW-3653.TW,3711.TW,3653.TW,0.9481843986631241,0.04416815628009343,-3.3839196802005747
4958.TW-6274.TWO,4958.TW,6274.TWO,0.8912707640739287,0.044201623711507015,-3.383628808544546
2548.TW-2474.TW,2548.TW,2474.TW,0.8868358346278602,0.04472109590260754,-3.3791372737294134
3045.TW-6005.TW,3045.TW,6005.TW,0.9003711947527646,0.045496236137592024,-3.372515006667404
1101.TW-2014.TW,1101.TW,2014.TW,0.8580588221064277,0.04566594570846205,-3.3710776238392595
2886.TW-3231.TW,2886.TW,3231.TW,0.9040592418087564,0.04568253694118659,-3.370937339405281
6182.TWO-6271.TW,6182.TWO,6271.TW,0.8943524184738197,0.04573200337785301,-3.3705193345769753
2834.TW-2542.TW,2834.TW,2542.TW,0.8966624751899681,0.04586239871461842,-3.36941925141115
2801.TW-1504.TW,2801.TW,1504.TW,0.8964298418765646,0.04620323907513033,-3.3665559340467155
1503.TW-8112.TW,1503.TW,8112.TW,0.8754880022296935,0.0464928274013022,-3.364136883683741
2327.TW-5274.TWO,2327.TW,5274.TWO,0.9151966116436138,0.0467300500535744,-3.362164539828767
1609.TW-5534.TW,1609.TW,5534.TW,0.9013555351946544,0.04724355452157608,-3.3579233087695686
2327.TW-2345.TW,2327.TW,2345.TW,0.8656806908187107,0.04873117415861865,-3.3458478728417247
1504.TW-2059.TW,1504.TW,2059.TW,0.915921795428471,0.048746992079883616,-3.345721118187892
2449.TW-4958.TW,2449.TW,4958.TW,0.887644260063177,0.0489509678443629,-3.34408961770978
6257.TW-4958.TW,6257.TW,4958.TW,0.8899145294066886,0.049345213951328695,-3.340952053740682
00878.TW-2382.TW,00878.TW,2382.TW,0.9765323687963874,0.049594531050444285,-3.338978532641413
3706.TW-00893.TW,3706.TW,00893.TW,0.9462594409446171,0.04960292830299574,-3.3389122047758844
2327.TW-2368.TW,2327.TW,2368.TW,0.8891804129894703,0.04967090652723033,-3.338375601262252
3324.TWO-6005.TW,3324.TWO,6005.TW,0.9396252762373587,0.04997171646053971,-3.3360083115076944
